,area_type,total_sqft,bathroom,balcony,price,site_location,BHK
3989,Super built-up  Area,1900.0,4.0,1,180.0,Law College Road,3.0
3990,Built-up  Area,1558.0,3.0,2,90.0,Law College Road,3.0
3991,Built-up  Area,1700.0,3.0,1,220.0,Law College Road,3.0
3992,Built-up  Area,1590.0,3.0,2,96.0,Law College Road,3.0
3993,Super built-up  Area,2215.0,4.0,2,157.0,Law College Road,3.0
3994,Super built-up  Area,1248.52,3.0,2,115.0,Law College Road,3.0
3995,Plot  Area,900.0,4.0,2,125.0,Law College Road,3.0
3996,Super built-up  Area,1751.0,3.0,2,115.0,Law College Road,3.0
3997,Super built-up  Area,2408.5,2.0,3,220.0,Law College Road,3.0
3998,Super built-up  Area,1650.0,3.0,1,150.0,Law College Road,3.0
3999,Super built-up  Area,1615.0,3.0,2,150.0,Law College Road,3.0
4000,Plot  Area,1200.0,3.0,2,150.0,Law College Road,3.0
4001,Super built-up  Area,2206.0,4.0,1,180.0,Law College Road,3.0
4002,Built-up  Area,2408.5,4.0,1,220.0,Law College Road,4.0
4004,Plot  Area,2280.0,4.0,2,220.0,Law College Road,4.0
4005,Plot  Area,2408.5,4.0,3,220.0,Law College Road,4.0
4006,Plot  Area,1200.0,4.0,2,135.0,Law College Road,4.0
4008,Plot  Area,2400.0,4.0,1,220.0,Law College Road,5.0
4015,Super built-up  Area,2408.5,2.0,2,220.0,Law College Road,7.0
4017,Super built-up  Area,900.0,1.0,1,38.0,Laxmi Road,1.0
4018,Super built-up  Area,900.0,1.0,0,50.75,Laxmi Road,1.0
4019,Built-up  Area,900.0,1.0,1,38.0,Laxmi Road,1.0
4020,Super built-up  Area,950.0,1.0,0,39.9,Laxmi Road,1.0
4021,Super built-up  Area,900.0,1.0,1,70.0,Laxmi Road,1.0
4022,Plot  Area,900.0,1.0,0,90.0,Laxmi Road,1.0
4023,Super built-up  Area,900.0,1.0,1,38.77,Laxmi Road,1.0
4024,Built-up  Area,936.0,1.0,0,53.0,Laxmi Road,1.0
4025,Built-up  Area,900.0,1.0,1,38.0,Laxmi Road,1.0
4026,Super built-up  Area,900.0,1.0,1,43.68,Laxmi Road,1.0
4027,Super built-up  Area,1216.0,2.0,0,97.16,Laxmi Road,2.0
4028,Plot  Area,1200.0,2.0,1,78.0,Laxmi Road,2.0
4029,Built-up  Area,1030.0,2.0,2,80.0,Laxmi Road,2.0
4030,Super built-up  Area,1100.0,2.0,2,85.0,Laxmi Road,2.0
4031,Super built-up  Area,1320.0,2.0,1,91.0,Laxmi Road,2.0
4032,Super built-up  Area,1222.0,2.0,2,98.0,Laxmi Road,2.0
4033,Super built-up  Area,1180.0,2.0,2,85.0,Laxmi Road,2.0
4034,Plot  Area,1200.0,2.0,1,220.0,Laxmi Road,3.0
4035,Plot  Area,900.0,2.0,1,150.0,Laxmi Road,3.0
4036,Plot  Area,900.0,2.0,1,130.0,Laxmi Road,3.0
4037,Super built-up  Area,2225.0,4.0,2,169.0,Laxmi Road,3.0
4038,Super built-up  Area,1754.0,3.0,2,135.0,Laxmi Road,3.0
4039,Plot  Area,2408.5,3.0,0,220.0,Laxmi Road,3.0
4040,Plot  Area,2408.5,3.0,2,200.0,Laxmi Road,3.0
4041,Super built-up  Area,2408.5,3.0,1,220.0,Laxmi Road,3.0
4042,Super built-up  Area,2400.0,3.0,2,220.0,Laxmi Road,3.0
4043,Plot  Area,2408.5,3.0,1,220.0,Laxmi Road,3.0
4044,Super built-up  Area,1804.0,3.0,2,150.0,Laxmi Road,3.0
4045,Super built-up  Area,1350.0,2.0,2,130.0,Laxmi Road,3.0
4046,Super built-up  Area,2275.0,4.0,2,182.0,Laxmi Road,3.0
4047,Plot  Area,2408.5,4.0,2,220.0,Laxmi Road,3.0
4049,Built-up  Area,2408.5,2.0,2,220.0,Laxmi Road,4.0
4050,Plot  Area,1200.0,4.0,0,120.0,Laxmi Road,4.0
4051,Plot  Area,2400.0,4.0,2,220.0,Laxmi Road,4.0
4052,Super built-up  Area,2408.5,4.0,3,220.0,Laxmi Road,4.0
4053,Plot  Area,2408.5,2.0,0,220.0,Laxmi Road,4.0
4054,Plot  Area,2408.5,4.0,1,220.0,Laxmi Road,4.0
4055,Plot  Area,1200.0,5.0,1,150.0,Laxmi Road,4.0
4057,Plot  Area,2408.5,2.0,3,220.0,Laxmi Road,5.0
4058,Plot  Area,1550.0,3.0,1,220.0,Laxmi Road,5.0
4059,Plot  Area,2408.5,2.0,2,220.0,Laxmi Road,5.0
4060,Built-up  Area,1800.0,2.0,0,68.0,Laxmi Road,6.0
4061,Super built-up  Area,2408.5,5.0,3,220.0,Laxmi Road,7.0
4063,Super built-up  Area,900.0,1.0,1,38.0,Lulla Nagar,1.0
4064,Super built-up  Area,900.0,1.0,1,38.0,Lulla Nagar,1.0
4065,Super built-up  Area,900.0,1.0,0,38.0,Lulla Nagar,1.0
4066,Super built-up  Area,900.0,1.0,1,38.0,Lulla Nagar,1.0
4067,Super built-up  Area,900.0,1.0,1,38.0,Lulla Nagar,1.0
4068,Super built-up  Area,900.0,1.0,1,38.0,Lulla Nagar,1.0
4069,Plot  Area,1000.0,1.0,1,60.0,Lulla Nagar,1.0
4070,Plot  Area,1200.0,2.0,0,79.0,Lulla Nagar,2.0
4071,Built-up  Area,1030.0,2.0,2,49.0,Lulla Nagar,2.0
4072,Super built-up  Area,1153.0,2.0,2,57.0,Lulla Nagar,2.0
4073,Plot  Area,1200.0,2.0,0,95.0,Lulla Nagar,2.0
4074,Super built-up  Area,1206.0,2.0,2,56.0,Lulla Nagar,2.0
4075,Super built-up  Area,1255.0,2.0,1,92.0,Lulla Nagar,2.0
4076,Super built-up  Area,900.0,2.0,2,55.0,Lulla Nagar,2.0
4077,Super built-up  Area,1100.0,2.0,1,54.0,Lulla Nagar,2.0
4078,Super built-up  Area,1241.0,2.0,1,82.0,Lulla Nagar,2.0
4079,Super built-up  Area,1137.0,2.0,1,63.0,Lulla Nagar,2.0
4080,Super built-up  Area,1255.0,2.0,1,80.0,Lulla Nagar,2.0
4081,Super built-up  Area,1097.0,2.0,3,65.0,Lulla Nagar,2.0
4082,Plot  Area,1500.0,2.0,0,203.0,Lulla Nagar,2.0
4083,Super built-up  Area,1070.0,2.0,1,49.65,Lulla Nagar,2.0
4084,Plot  Area,1020.0,2.0,1,62.0,Lulla Nagar,2.0
4085,Super built-up  Area,1060.0,2.0,1,49.27,Lulla Nagar,2.0
4086,Super built-up  Area,1322.0,2.0,2,80.0,Lulla Nagar,2.0
4087,Super built-up  Area,1000.0,2.0,0,58.0,Lulla Nagar,2.0
4088,Super built-up  Area,1125.0,2.0,3,55.0,Lulla Nagar,2.0
4089,Super built-up  Area,1255.0,2.0,1,57.5,Lulla Nagar,2.0
4090,Super built-up  Area,1073.0,2.0,1,52.36,Lulla Nagar,2.0
4091,Super built-up  Area,1210.0,2.0,1,69.0,Lulla Nagar,2.0
4092,Built-up  Area,1050.0,2.0,1,49.5,Lulla Nagar,2.0
4093,Built-up  Area,1050.0,2.0,1,48.0,Lulla Nagar,2.0
4094,Super built-up  Area,1420.0,2.0,1,99.39,Lulla Nagar,2.0
4095,Super built-up  Area,1162.0,2.0,1,58.0,Lulla Nagar,2.0
4096,Super built-up  Area,1277.0,2.0,2,92.0,Lulla Nagar,2.0
4097,Super built-up  Area,1100.0,2.0,1,58.0,Lulla Nagar,2.0
4098,Super built-up  Area,1056.0,2.0,1,75.0,Lulla Nagar,2.0
4099,Plot  Area,1200.0,2.0,1,65.0,Lulla Nagar,2.0
4100,Plot  Area,1500.0,2.0,0,91.0,Lulla Nagar,2.0
4101,Built-up  Area,1154.0,2.0,1,57.0,Lulla Nagar,2.0
4102,Super built-up  Area,1309.0,2.0,3,69.5,Lulla Nagar,2.0
4103,Super built-up  Area,900.0,2.0,1,43.7,Lulla Nagar,2.0
4104,Super built-up  Area,1670.0,3.0,1,99.0,Lulla Nagar,3.0
4105,Super built-up  Area,2150.0,4.0,1,220.0,Lulla Nagar,3.0
4106,Super built-up  Area,2144.0,3.0,2,135.0,Lulla Nagar,3.0
4107,Plot  Area,2408.5,2.0,1,220.0,Lulla Nagar,3.0
4108,Super built-up  Area,1724.0,3.0,2,127.0,Lulla Nagar,3.0
4109,Super built-up  Area,1476.0,3.0,2,105.0,Lulla Nagar,3.0
4110,Plot  Area,2408.5,3.0,0,220.0,Lulla Nagar,3.0
4111,Plot  Area,1200.0,2.0,0,80.0,Lulla Nagar,3.0
4112,Super built-up  Area,1476.0,3.0,0,89.0,Lulla Nagar,3.0
4113,Carpet  Area,1700.0,3.0,3,120.0,Lulla Nagar,3.0
4114,Carpet  Area,1372.0,2.0,1,90.0,Lulla Nagar,3.0
4115,Super built-up  Area,1680.0,3.0,2,120.0,Lulla Nagar,3.0
4116,Super built-up  Area,1965.0,4.0,2,125.0,Lulla Nagar,3.0
4117,Super built-up  Area,1785.0,3.0,3,118.0,Lulla Nagar,3.0
4118,Super built-up  Area,1825.0,3.0,1,175.0,Lulla Nagar,3.0
4119,Plot  Area,1200.0,4.0,2,80.0,Lulla Nagar,3.0
4120,Super built-up  Area,1485.0,2.0,1,156.0,Lulla Nagar,3.0
4121,Plot  Area,1200.0,2.0,1,135.0,Lulla Nagar,3.0
4122,Plot  Area,1200.0,2.0,3,215.0,Lulla Nagar,3.0
4123,Super built-up  Area,1564.0,3.0,1,105.0,Lulla Nagar,3.0
4124,Built-up  Area,1650.0,3.0,3,220.0,Lulla Nagar,3.0
4125,Built-up  Area,1603.0,3.0,3,113.0,Lulla Nagar,3.0
4126,Plot  Area,1200.0,2.0,3,105.0,Lulla Nagar,3.0
4127,Super built-up  Area,1650.0,3.0,3,100.0,Lulla Nagar,3.0
4128,Super built-up  Area,1210.0,2.0,2,81.0,Lulla Nagar,3.0
4129,Super built-up  Area,1350.0,3.0,2,81.0,Lulla Nagar,3.0
4130,Built-up  Area,1000.0,2.0,1,120.0,Lulla Nagar,3.0
4131,Super built-up  Area,2408.5,4.0,1,220.0,Lulla Nagar,3.0
4132,Super built-up  Area,1830.0,3.0,2,133.0,Lulla Nagar,3.0
4133,Super built-up  Area,1765.0,3.0,2,118.0,Lulla Nagar,3.0
4134,Super built-up  Area,1933.0,3.0,2,140.0,Lulla Nagar,3.0
4135,Super built-up  Area,1724.0,3.0,2,128.0,Lulla Nagar,3.0
4136,Super built-up  Area,1930.0,4.0,2,122.0,Lulla Nagar,3.0
4137,Plot  Area,1000.0,2.0,3,220.0,Lulla Nagar,3.0
4138,Super built-up  Area,1910.0,4.0,3,150.0,Lulla Nagar,3.0
4139,Super built-up  Area,1945.0,3.0,2,135.0,Lulla Nagar,3.0
4140,Plot  Area,2400.0,5.0,2,220.0,Lulla Nagar,4.0
4141,Plot  Area,2408.5,4.0,3,220.0,Lulla Nagar,4.0
4142,Super built-up  Area,2408.5,4.0,2,220.0,Lulla Nagar,4.0
4143,Built-up  Area,1495.0,2.0,1,220.0,Lulla Nagar,4.0
4144,Built-up  Area,2408.5,4.0,0,220.0,Lulla Nagar,4.0
4148,Super built-up  Area,900.0,1.0,1,62.0,Mahatma Gandhi Road,1.0
4149,Carpet  Area,900.0,1.0,1,38.0,Mahatma Gandhi Road,1.0
4150,Plot  Area,2000.0,1.0,0,200.0,Mahatma Gandhi Road,1.0
4151,Plot  Area,900.0,1.0,1,75.0,Mahatma Gandhi Road,1.0
4152,Super built-up  Area,1285.0,2.0,3,72.5,Mahatma Gandhi Road,2.0
4153,Carpet  Area,1230.0,2.0,3,48.0,Mahatma Gandhi Road,2.0
4154,Super built-up  Area,1222.0,2.0,2,45.0,Mahatma Gandhi Road,2.0
4155,Super built-up  Area,1200.0,2.0,1,85.0,Mahatma Gandhi Road,2.0
4156,Built-up  Area,1256.0,2.0,1,62.8,Mahatma Gandhi Road,2.0
4157,Super built-up  Area,900.0,2.0,1,38.0,Mahatma Gandhi Road,2.0
4158,Super built-up  Area,1277.0,2.0,1,61.3,Mahatma Gandhi Road,2.0
4159,Plot  Area,900.0,2.0,0,55.0,Mahatma Gandhi Road,2.0
4160,Built-up  Area,1075.0,2.0,3,52.0,Mahatma Gandhi Road,2.0
4161,Built-up  Area,900.0,2.0,1,70.0,Mahatma Gandhi Road,2.0
4162,Super built-up  Area,1139.0,2.0,2,56.8,Mahatma Gandhi Road,2.0
4163,Built-up  Area,1020.0,2.0,2,40.0,Mahatma Gandhi Road,2.0
4164,Super built-up  Area,1200.0,2.0,3,65.0,Mahatma Gandhi Road,2.0
4165,Plot  Area,900.0,3.0,1,52.0,Mahatma Gandhi Road,2.0
4166,Built-up  Area,1200.0,2.0,2,55.0,Mahatma Gandhi Road,2.0
4167,Built-up  Area,900.0,2.0,2,38.0,Mahatma Gandhi Road,2.0
4168,Super built-up  Area,1027.0,2.0,1,44.0,Mahatma Gandhi Road,2.0
4169,Super built-up  Area,1290.0,2.0,2,52.0,Mahatma Gandhi Road,2.0
4170,Super built-up  Area,1120.0,2.0,2,40.0,Mahatma Gandhi Road,2.0
4171,Built-up  Area,1015.0,2.0,0,48.0,Mahatma Gandhi Road,2.0
4172,Plot  Area,900.0,2.0,0,38.0,Mahatma Gandhi Road,2.0
4173,Built-up  Area,1160.0,2.0,1,38.0,Mahatma Gandhi Road,2.0
4174,Super built-up  Area,1085.0,2.0,1,57.0,Mahatma Gandhi Road,2.0
4175,Built-up  Area,1000.0,2.0,1,97.0,Mahatma Gandhi Road,2.0
4176,Plot  Area,900.0,2.0,0,50.0,Mahatma Gandhi Road,2.0
4177,Built-up  Area,1300.0,2.0,2,60.0,Mahatma Gandhi Road,2.0
4178,Super built-up  Area,1100.0,2.0,2,58.0,Mahatma Gandhi Road,2.0
4179,Super built-up  Area,1000.0,2.0,1,44.0,Mahatma Gandhi Road,2.0
4180,Super built-up  Area,1160.0,2.0,2,38.0,Mahatma Gandhi Road,2.0
4181,Super built-up  Area,1044.0,2.0,1,38.0,Mahatma Gandhi Road,2.0
4182,Built-up  Area,1475.0,2.0,2,171.0,Mahatma Gandhi Road,2.0
4183,Super built-up  Area,1196.0,2.0,2,57.9,Mahatma Gandhi Road,2.0
4184,Super built-up  Area,1222.0,2.0,2,80.0,Mahatma Gandhi Road,2.0
4185,Super built-up  Area,1190.0,2.0,1,48.6,Mahatma Gandhi Road,2.0
4186,Super built-up  Area,1074.0,2.0,1,42.79,Mahatma Gandhi Road,2.0
4187,Super built-up  Area,1125.0,2.0,1,48.0,Mahatma Gandhi Road,2.0
4188,Super built-up  Area,1054.0,2.0,1,53.0,Mahatma Gandhi Road,2.0
4189,Built-up  Area,1225.0,2.0,2,62.0,Mahatma Gandhi Road,2.0
4190,Super built-up  Area,965.0,2.0,2,38.0,Mahatma Gandhi Road,2.0
4191,Built-up  Area,1186.0,2.0,3,72.0,Mahatma Gandhi Road,2.0
4192,Super built-up  Area,900.0,2.0,1,38.0,Mahatma Gandhi Road,2.0
4193,Built-up  Area,1142.0,2.0,0,38.0,Mahatma Gandhi Road,2.0
4194,Super built-up  Area,929.0,2.0,2,49.0,Mahatma Gandhi Road,2.0
4195,Super built-up  Area,1060.0,2.0,1,48.66,Mahatma Gandhi Road,2.0
4196,Built-up  Area,1500.0,2.0,0,145.0,Mahatma Gandhi Road,2.0
4197,Super built-up  Area,1263.0,2.0,1,47.36,Mahatma Gandhi Road,2.0
4198,Super built-up  Area,1200.0,2.0,1,54.0,Mahatma Gandhi Road,2.0
4199,Super built-up  Area,900.0,1.0,1,38.0,Mahatma Gandhi Road,2.0
4200,Super built-up  Area,1110.0,2.0,2,38.0,Mahatma Gandhi Road,2.0
4201,Plot  Area,900.0,2.0,2,160.0,Mahatma Gandhi Road,2.0
4202,Built-up  Area,1082.0,2.0,2,64.0,Mahatma Gandhi Road,2.0
4203,Super built-up  Area,1270.0,2.0,1,94.0,Mahatma Gandhi Road,2.0
4204,Super built-up  Area,1246.0,2.0,1,67.5,Mahatma Gandhi Road,2.0
4205,Super built-up  Area,1140.0,2.0,2,43.0,Mahatma Gandhi Road,2.0
4206,Super built-up  Area,900.0,2.0,1,38.0,Mahatma Gandhi Road,2.0
4207,Built-up  Area,900.0,2.0,1,45.0,Mahatma Gandhi Road,2.0
4208,Built-up  Area,1065.0,2.0,1,46.0,Mahatma Gandhi Road,2.0
4209,Super built-up  Area,1090.0,2.0,1,46.0,Mahatma Gandhi Road,2.0
4210,Super built-up  Area,1800.0,3.0,1,110.0,Mahatma Gandhi Road,3.0
4211,Plot  Area,1500.0,2.0,1,100.0,Mahatma Gandhi Road,3.0
4212,Super built-up  Area,1670.0,3.0,3,91.86,Mahatma Gandhi Road,3.0
4213,Plot  Area,2408.5,2.0,1,220.0,Mahatma Gandhi Road,3.0
4214,Super built-up  Area,1901.0,3.0,2,119.0,Mahatma Gandhi Road,3.0
4215,Super built-up  Area,1804.0,3.0,2,102.0,Mahatma Gandhi Road,3.0
4216,Super built-up  Area,1917.0,3.0,3,122.0,Mahatma Gandhi Road,3.0
4217,Plot  Area,2400.0,3.0,2,149.0,Mahatma Gandhi Road,3.0
4218,Super built-up  Area,1904.0,3.0,3,155.0,Mahatma Gandhi Road,3.0
4219,Built-up  Area,1300.0,2.0,2,70.0,Mahatma Gandhi Road,3.0
4220,Plot  Area,1800.0,2.0,1,180.0,Mahatma Gandhi Road,3.0
4221,Super built-up  Area,1762.0,3.0,3,112.0,Mahatma Gandhi Road,3.0
4222,Super built-up  Area,1752.0,3.0,2,105.0,Mahatma Gandhi Road,3.0
4223,Super built-up  Area,2070.0,3.0,3,135.0,Mahatma Gandhi Road,3.0
4224,Super built-up  Area,2173.0,3.0,2,128.0,Mahatma Gandhi Road,3.0
4225,Built-up  Area,900.0,2.0,1,52.0,Mahatma Gandhi Road,3.0
4226,Plot  Area,1150.0,2.0,1,140.0,Mahatma Gandhi Road,3.0
4227,Super built-up  Area,1917.0,3.0,2,132.0,Mahatma Gandhi Road,3.0
4228,Super built-up  Area,1610.0,2.0,2,115.0,Mahatma Gandhi Road,3.0
4229,Super built-up  Area,1836.0,3.0,2,125.0,Mahatma Gandhi Road,3.0
4230,Carpet  Area,1200.0,4.0,2,205.0,Mahatma Gandhi Road,3.0
4231,Super built-up  Area,2408.5,4.0,1,220.0,Mahatma Gandhi Road,3.0
4232,Plot  Area,900.0,2.0,1,75.0,Mahatma Gandhi Road,3.0
4233,Super built-up  Area,1846.0,3.0,2,135.0,Mahatma Gandhi Road,3.0
4234,Super built-up  Area,1755.0,3.0,2,117.0,Mahatma Gandhi Road,3.0
4235,Super built-up  Area,2257.0,3.0,2,155.0,Mahatma Gandhi Road,3.0
4236,Super built-up  Area,1715.0,3.0,2,105.0,Mahatma Gandhi Road,3.0
4237,Super built-up  Area,1950.0,3.0,3,132.0,Mahatma Gandhi Road,3.0
4238,Super built-up  Area,1640.0,3.0,3,220.0,Mahatma Gandhi Road,3.0
4239,Plot  Area,2408.5,3.0,2,220.0,Mahatma Gandhi Road,3.0
4240,Super built-up  Area,2408.5,2.0,2,220.0,Mahatma Gandhi Road,4.0
4241,Super built-up  Area,2408.5,2.0,3,220.0,Mahatma Gandhi Road,4.0
4242,Plot  Area,2408.5,4.0,1,220.0,Mahatma Gandhi Road,4.0
4243,Plot  Area,1200.0,4.0,1,190.0,Mahatma Gandhi Road,4.0
4244,Plot  Area,1538.0,5.0,2,220.0,Mahatma Gandhi Road,5.0
4246,Built-up  Area,2408.5,2.0,0,200.0,Mahatma Gandhi Road,6.0
4247,Super built-up  Area,2408.5,2.0,3,220.0,Mahatma Gandhi Road,6.0
4250,Super built-up  Area,2408.5,2.0,2,130.0,Mahatma Gandhi Road,7.0
4252,Plot  Area,2408.5,2.0,1,220.0,Mahatma Gandhi Road,7.0
4253,Super built-up  Area,900.0,1.0,1,45.0,Mangalwar peth,1.0
4254,Super built-up  Area,900.0,1.0,0,38.0,Mangalwar peth,1.0
4255,Super built-up  Area,900.0,1.0,2,38.0,Mangalwar peth,1.0
4256,Super built-up  Area,905.0,1.0,1,50.0,Mangalwar peth,1.0
4257,Plot  Area,1200.0,1.0,0,48.0,Mangalwar peth,1.0
4258,Super built-up  Area,900.0,1.0,1,50.0,Mangalwar peth,1.0
4259,Plot  Area,1806.0,1.0,1,150.0,Mangalwar peth,1.0
4260,Built-up  Area,900.0,1.0,1,38.0,Mangalwar peth,1.0
4261,Super built-up  Area,1185.0,2.0,2,75.0,Mangalwar peth,2.0
4262,Built-up  Area,1197.0,2.0,1,84.0,Mangalwar peth,2.0
4263,Super built-up  Area,1400.0,2.0,2,100.0,Mangalwar peth,2.0
4264,Super built-up  Area,1290.0,2.0,1,87.0,Mangalwar peth,2.0
4265,Built-up  Area,1000.0,2.0,1,61.0,Mangalwar peth,2.0
4266,Super built-up  Area,1200.0,2.0,2,75.0,Mangalwar peth,2.0
4267,Built-up  Area,1299.0,2.0,1,100.0,Mangalwar peth,2.0
4268,Built-up  Area,900.0,2.0,0,58.0,Mangalwar peth,2.0
4269,Super built-up  Area,1050.0,2.0,0,68.0,Mangalwar peth,2.0
4270,Super built-up  Area,900.0,1.0,1,41.0,Mangalwar peth,2.0
4271,Plot  Area,1688.12,2.0,1,220.0,Mangalwar peth,2.0
4272,Built-up  Area,1200.0,2.0,1,78.0,Mangalwar peth,2.0
4273,Built-up  Area,1300.0,2.0,3,95.0,Mangalwar peth,2.0
4274,Super built-up  Area,1294.0,2.0,1,115.0,Mangalwar peth,2.0
4275,Plot  Area,1200.0,3.0,1,90.0,Mangalwar peth,3.0
4276,Super built-up  Area,1985.0,4.0,2,189.0,Mangalwar peth,3.0
4277,Plot  Area,1200.0,3.0,1,95.0,Mangalwar peth,3.0
4278,Super built-up  Area,1500.0,2.0,1,120.0,Mangalwar peth,3.0
4279,Super built-up  Area,1645.0,3.0,2,120.0,Mangalwar peth,3.0
4280,Built-up  Area,1620.0,3.0,2,130.0,Mangalwar peth,3.0
4281,Super built-up  Area,2280.0,4.0,2,184.0,Mangalwar peth,3.0
4282,Carpet  Area,900.0,3.0,1,75.0,Mangalwar peth,3.0
4283,Super built-up  Area,2254.0,3.0,2,170.0,Mangalwar peth,3.0
4284,Plot  Area,2400.0,2.0,1,220.0,Mangalwar peth,3.0
4285,Plot  Area,1200.0,3.0,2,85.0,Mangalwar peth,4.0
4286,Super built-up  Area,2268.0,3.0,2,163.0,Mangalwar peth,4.0
4287,Built-up  Area,1632.0,3.0,0,145.0,Mangalwar peth,4.0
4289,Super built-up  Area,2408.5,2.0,1,220.0,Mangalwar peth,4.0
4290,Plot  Area,1200.0,3.0,2,120.0,Mangalwar peth,4.0
4291,Plot  Area,1200.0,4.0,1,175.0,Mangalwar peth,4.0
4292,Super built-up  Area,2236.0,4.0,2,153.0,Mangalwar peth,4.0
4293,Plot  Area,2408.5,5.0,1,220.0,Mangalwar peth,4.0
4294,Built-up  Area,2408.5,3.0,2,220.0,Mangalwar peth,4.0
4296,Plot  Area,2408.5,5.0,3,220.0,Mangalwar peth,5.0
4297,Plot  Area,1650.0,5.0,1,220.0,Mangalwar peth,5.0
4302,Plot  Area,2295.0,3.0,0,220.0,Mangalwar peth,6.0
4303,Super built-up  Area,1300.0,1.0,0,200.0,Manik Bagh,1.0
4304,Super built-up  Area,900.0,1.0,1,38.0,Manik Bagh,1.0
4305,Super built-up  Area,900.0,1.0,1,38.0,Manik Bagh,1.0
4306,Super built-up  Area,900.0,1.0,1,38.0,Manik Bagh,1.0
4307,Built-up  Area,900.0,1.0,0,45.0,Manik Bagh,1.0
4308,Super built-up  Area,900.0,1.0,0,38.0,Manik Bagh,1.0
4309,Super built-up  Area,1041.0,2.0,2,65.5,Manik Bagh,2.0
4310,Plot  Area,900.0,2.0,1,40.0,Manik Bagh,2.0
4311,Super built-up  Area,1230.0,2.0,3,94.5,Manik Bagh,2.0
4312,Built-up  Area,900.0,1.0,0,170.0,Manik Bagh,2.0
4313,Built-up  Area,1117.0,2.0,1,110.0,Manik Bagh,2.0
4314,Super built-up  Area,1350.0,2.0,1,99.0,Manik Bagh,2.0
4315,Super built-up  Area,1186.0,2.0,1,76.0,Manik Bagh,2.0
4316,Built-up  Area,1300.0,2.0,2,100.0,Manik Bagh,2.0
4317,Super built-up  Area,1320.0,2.0,1,160.0,Manik Bagh,2.0
4318,Super built-up  Area,1250.0,2.0,2,93.0,Manik Bagh,2.0
4319,Built-up  Area,1407.0,2.0,1,98.49,Manik Bagh,2.0
4320,Super built-up  Area,2400.0,4.0,1,220.0,Manik Bagh,3.0
4321,Plot  Area,2408.5,3.0,1,220.0,Manik Bagh,3.0
4322,Built-up  Area,1700.0,3.0,2,155.0,Manik Bagh,3.0
4323,Super built-up  Area,2300.0,3.0,1,220.0,Manik Bagh,3.0
4324,Super built-up  Area,1846.0,3.0,2,155.0,Manik Bagh,3.0
4325,Super built-up  Area,2048.0,3.0,2,206.0,Manik Bagh,3.0
4326,Plot  Area,1200.0,2.0,2,180.0,Manik Bagh,3.0
4327,Plot  Area,1200.0,2.0,2,130.0,Manik Bagh,3.0
4328,Super built-up  Area,2408.5,3.0,3,220.0,Manik Bagh,4.0
4329,Built-up  Area,2408.5,2.0,1,220.0,Manik Bagh,4.0
4330,Built-up  Area,2408.5,5.0,0,220.0,Manik Bagh,4.0
4331,Built-up  Area,2408.5,4.0,0,220.0,Manik Bagh,4.0
4332,Super built-up  Area,2408.5,4.0,1,220.0,Manik Bagh,4.0
4334,Plot  Area,1500.0,4.0,1,220.0,Manik Bagh,4.0
4336,Super built-up  Area,2408.5,5.0,1,220.0,Manik Bagh,5.0
4337,Plot  Area,2400.0,2.0,1,220.0,Manik Bagh,6.0
4339,Built-up  Area,905.0,1.0,1,55.0,Market yard,1.0
4340,Built-up  Area,900.0,1.0,1,42.0,Market yard,1.0
4341,Plot  Area,1500.0,1.0,0,75.0,Market yard,1.0
4342,Super built-up  Area,900.0,1.0,0,38.0,Market yard,1.0
4343,Super built-up  Area,900.0,1.0,1,45.0,Market yard,1.0
4344,Super built-up  Area,1200.0,2.0,2,44.0,Market yard,2.0
4345,Super built-up  Area,957.0,2.0,1,58.0,Market yard,2.0
4346,Built-up  Area,900.0,2.0,1,45.0,Market yard,2.0
4347,Super built-up  Area,1141.0,2.0,0,62.0,Market yard,2.0
4348,Super built-up  Area,1395.0,2.0,1,63.59,Market yard,2.0
4349,Super built-up  Area,920.0,2.0,2,39.55,Market yard,2.0
4350,Built-up  Area,1130.0,2.0,1,38.0,Market yard,2.0
4351,Super built-up  Area,1210.0,2.0,2,62.0,Market yard,2.0
4352,Plot  Area,1200.0,2.0,0,65.0,Market yard,2.0
4353,Built-up  Area,1100.0,2.0,2,55.0,Market yard,2.0
4354,Super built-up  Area,1260.0,2.0,2,46.62,Market yard,2.0
4355,Super built-up  Area,1325.0,2.0,2,119.0,Market yard,2.0
4356,Built-up  Area,1180.0,2.0,2,100.0,Market yard,2.0
4357,Super built-up  Area,1100.0,2.0,1,53.0,Market yard,2.0
4358,Built-up  Area,900.0,2.0,3,40.0,Market yard,2.0
4359,Super built-up  Area,1280.0,2.0,1,76.0,Market yard,2.0
4360,Super built-up  Area,1200.0,2.0,1,59.0,Market yard,2.0
4361,Super built-up  Area,1015.0,2.0,2,58.0,Market yard,2.0
4362,Super built-up  Area,1160.0,2.0,2,42.92,Market yard,2.0
4363,Plot  Area,900.0,2.0,0,48.0,Market yard,2.0
4364,Super built-up  Area,1035.0,2.0,2,45.5,Market yard,2.0
4365,Super built-up  Area,1255.0,2.0,2,79.0,Market yard,2.0
4366,Super built-up  Area,900.0,1.0,1,38.0,Market yard,2.0
4367,Super built-up  Area,1200.0,2.0,2,75.0,Market yard,2.0
4368,Super built-up  Area,1060.0,2.0,1,53.0,Market yard,2.0
4369,Super built-up  Area,1261.0,2.0,2,61.0,Market yard,2.0
